"address","city","state","zipcode","AUTO_UNIQUE_ID_2019-08-09_cegarza_zillow2","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType"
"621 Avocet Ave","Mcallen","TX","78504",877,"USCGeocoder",531.207,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1103.11007233107","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2501015439062,-98.2190412081299,"Exact"
"3509 Bluebird Ave","Mcallen","TX","78504",878,"USCGeocoder",265.6579,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1283.32726816071","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.254351529918,-98.2484411499614,"Exact"
"10200 N Bentsen Rd","Mcallen","TX","78504",879,"USCGeocoder",62.5042,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","25557.7840496452","LinearInterpolationAddressRange","StreetSegment","98.9940828402367","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2977222809718,-98.2542526603918,"Relaxed"
"2513 Denton Creek Ave","Mcallen","TX","78504",880,"USCGeocoder",62.5588,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2575.82028230108","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.3030387953881,-98.229965118763,"Exact"
"313 N 48th St","Mcallen","TX","78501",881,"USCGeocoder",171.8137,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2310.14185832581","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2121340296533,-98.2727081788754,"Exact"
"1412 Hibiscus Ave","Mcallen","TX","78501",882,"USCGeocoder",609.3704,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5384.22059826856","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2346233767721,-98.2294239217319,"Exact"
"1613 Sycamore Ave","Mcallen","TX","78501",883,"USCGeocoder",296.8742,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","675.891717240214","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2211788002698,-98.234653291208,"Relaxed"
"1908 Emory Ave","Mcallen","TX","78504",884,"USCGeocoder",218.7487,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","6580.00879265933","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2778687204175,-98.227218765771,"Exact"
"2105 Ebony Ave","Mcallen","TX","78501",885,"USCGeocoder",156.2498,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3053.91350724129","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.209348331603,-98.2411982385635,"Exact"
"601 Northgate Ln # 1","Mcallen","TX","78504",886,"USCGeocoder",687.5028,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","15645.3534033958","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2836123707947,-98.2118191828275,"Exact"
"2725 Zurich Ave","Mcallen","TX","78504",887,"USCGeocoder",156.2514,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2138.91459058091","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.3002260066874,-98.2360730983562,"Relaxed"
"309 Quail Ave","Mcallen","TX","78504",888,"USCGeocoder",140.634,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","8780.85298367534","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2628761956052,-98.2125685362418,"Exact"
"1215 N 22 1/2 St E","Mcallen","TX","78501",889,"USCGeocoder",968.7529,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4466.83582658978","LinearInterpolationAddressRange","StreetSegment","97.6331360946746","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2164339306379,-98.2429686006443,"Relaxed"
"8010 N 23rd Ln","Mcallen","TX","0",890,"USCGeocoder",687.4831,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","127149644.297468","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",26.2186035311189,-98.2452801798888,"Relaxed;Soundex"
"1328 Myrtle Beach Ave","Mcallen","TX","78503",891,"USCGeocoder",328.1389,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","621.166846647364","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1737252841754,-98.2122208825886,"Exact"
"3007 S Casa Linda St","Mcallen","TX","78503",892,"USCGeocoder",218.6943,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4795.95364606725","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1733256635088,-98.2212507421342,"Exact"
"13924 N 40th St","Edinburg","TX","78541",893,"USCGeocoder",250.0091,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5576.02506194345","LinearInterpolationAddressRange","StreetSegment","99.8994082840237","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.333482508427,-98.2447567247105,"Relaxed"
"408 E Redbud Ave","Mcallen","TX","78504",894,"USCGeocoder",109.3752,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","352.946438498795","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2420651654994,-98.2174105313706,"Relaxed"
"9009 N Ware Rd","Mcallen","TX","78504",895,"USCGeocoder",171.8587,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3239.600553","LinearInterpolationAddressRange","StreetSegment","96.9230769230769","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2874146769595,-98.2483547298062,"Relaxed"
"107 W Ulex Ave","Mcallen","TX","78504",896,"USCGeocoder",437.5021,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","986.339147850871","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2445984898609,-98.2121268708539,"Relaxed"
"1515 Violet Ave","Mcallen","TX","78504",897,"USCGeocoder",281.0927,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5197.00245170959","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2472640404373,-98.2284650826201,"Exact"
"3016 S Mockingbird St","Mcallen","TX","78503",898,"USCGeocoder",46.9325,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","946.896240323782","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1732565968408,-98.2194424274947,"Relaxed"
"3012 N 6th St","Mcallen","TX","78501",899,"USCGeocoder",218.8761,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2335.23673180572","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2298979537717,-98.2209637994945,"Exact"
"1212 La Vista Ave","Mcallen","TX","78501",900,"USCGeocoder",249.9396,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2475.26668635639","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.225535452499,-98.2293617694067,"Exact"
"1208 W Iris Ave","Mcallen","TX","78501",901,"USCGeocoder",140.7646,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4230.368571545","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2352840823451,-98.2272633493185,"Exact"
"2700 N 45th St","Mcallen","TX","78501",902,"USCGeocoder",874.999,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5070.11748260399","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2345451571525,-98.2670791947261,"Exact"
"1103 W Fig Ave","Pharr","TX","78577",903,"USCGeocoder",109.3746,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","82508852.7319837","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.1506138430391,-98.1910396419237,"Relaxed;Soundex"
"800 W Hall Acres Rd APT 2","Pharr","TX","78577",904,"USCGeocoder",328.1195,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4743.33200882989","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1690492075161,-98.2078288393308,"Exact"
"3900 Park Place Ave","Pharr","TX","78577",905,"USCGeocoder",171.8814,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","924.425023257732","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2304257449682,-98.1946413507216,"Relaxed"
"4600 N Ebony St APT 4","Pharr","TX","78577",906,"USCGeocoder",78.1394,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","82508852.7319837","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.1506138430391,-98.1910396419237,"Relaxed;Soundex"
"4716 N Dogwood St APT 1","Pharr","TX","78577",907,"USCGeocoder",234.3792,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","82508852.7319837","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.1506138430391,-98.1910396419237,"Relaxed;Soundex"
"1500 Hummingbird Ct","Pharr","TX","78577",908,"USCGeocoder",203.1588,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","82508852.7319837","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.1506138430391,-98.1910396419237,"Relaxed;Soundex"
"708 W Bronze Dr","Pharr","TX","78577",909,"USCGeocoder",78.0954,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","7613.15521150672","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2295050021744,-98.186740701652,"Exact"
"3705 S Radisson Ave APT 2","Pharr","TX","78577",910,"USCGeocoder",250.0004,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4425.65346037259","LinearInterpolationAddressRange","StreetSegment","91.2721893491124","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1646579217998,-98.207320967638,"Relaxed;Soundex"
"1703 W Bronze St","Pharr","TX","78577",911,"USCGeocoder",156.2127,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","6209.00824868871","LinearInterpolationAddressRange","StreetSegment","94.9704142011834","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.23072529808,-98.1956061775178,"Relaxed"
"813 W Cheyenne Ave","Pharr","TX","0",912,"USCGeocoder",312.5102,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","60722254.6018768","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",26.1688034415488,-98.1904736476326,"Relaxed;Soundex"
"244 E Greg Dr","Pharr","TX","78577",913,"USCGeocoder",234.3754,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","13544.556783977","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1240282912382,-98.1917423116861,"Relaxed"
"5105 N Mockingbird Ave","Pharr","TX","78577",914,"USCGeocoder",125.0022,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","82508852.7319837","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.1506138430391,-98.1910396419237,"Relaxed;Soundex"
"55 Glenway Blvd","Pharr","TX","78577",915,"USCGeocoder",125.01,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","82508852.7319837","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.1506138430391,-98.1910396419237,"Relaxed;Soundex"
"2605 S Fir St","Pharr","TX","78577",916,"USCGeocoder",93.732,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","22215.7776874639","LinearInterpolationAddressRange","StreetSegment","95.8579881656805","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2127623399707,-98.1731855707153,"Relaxed"
"709 Hummingbird Ave","Pharr","TX","78577",917,"USCGeocoder",46.8763,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","639.983818951994","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2238481955088,-98.1882756621664,"Relaxed"
"2003 S Erica St","Pharr","TX","78577",918,"USCGeocoder",62.4901,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","7376.28660180903","LinearInterpolationAddressRange","StreetSegment","94.9704142011834","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1727959420274,-98.1941992859168,"Relaxed"
"5504 Robin Ave","Pharr","TX","78577",919,"USCGeocoder",421.8981,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","82508852.7319837","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.1506138430391,-98.1910396419237,"Relaxed;Soundex"
"2616 Ashley Dr","Pharr","TX","78577",920,"USCGeocoder",187.4979,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","342.120863392949","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1640775993882,-98.185499936457,"Relaxed"
"2304 S Dominique Dr","Pharr","TX","0",921,"USCGeocoder",187.507,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","60722254.6018768","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",26.1688034415488,-98.1904736476326,"Relaxed;Soundex"
"6503 S Azul Ln","Pharr","TX","78577",922,"USCGeocoder",109.1904,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1912.90305720002","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1320908787147,-98.2030104797856,"Exact"
"902 Tara Dr","Pharr","TX","78577",923,"USCGeocoder",234.3754,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","445.947508908808","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1613310608414,-98.1750774693706,"Relaxed"
"3405 Butler Ave","Pharr","TX","78577",924,"USCGeocoder",93.8705,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1788.66950659832","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1628709901151,-98.1744386167235,"Exact"
"7104 E Comet Dr","Pharr","TX","78577",925,"USCGeocoder",218.6678,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","418.066483862698","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1257344763388,-98.1944115738996,"Relaxed"
