Artist,Song,cluster id,confidence
jerry lee lewis,whole lotta shakin goin on,,
jerry lee lewis,great balls of fire,,
jesper kyd,the floating city,,
jesper kyd,the eternal throne,,
jesse joy,dueles,,
jesse mccartney,body language,,
jessie baylin,creepers (young love),,
jessie j,masterpiece,,
jessie j,bang bang,,
jessie j,domino,,
jessie j,aint been done,,
jessie j,price tag,,
jessie ware,tough love,,
jet,shes a genius,,
jet,are you gonna be my girl,,
jhene aiko,brave,,
jim croce,rapid roy (the stock car boy),,
jimi hendrix,all along the watchtower,,
jimmy eat world,delivery,,
jimmy eat world,surviving,,
jimmy eat world,pain,,
jimmy eat world,bleed american,,
jimmy eat world,criminal energy,,
jimmy eat world,555,,
jimmy eat world,the middle,,
jimmy eat world,sweetness,,
jimmy eat world,always be,,
joan jett,i hate myself for loving you,133.0,0.9167388677597046
joan jett and the blackhearts,i hate myself for loving you,133.0,0.9167388677597046
joan jett and the blackhearts,real wild child,,
job for a cowboy,unfurling a darkened gospel,,
joe esposito,youre the best,,
joey bada,devastated,,
joey bada,save the children,,
joey bada,paper trail,,
johan skugge,a theme for kjell,,
johann pachelbel,canon in d,,
john coltrane,naima,,
john legend,all of me - tiestos birthday treatment remix - radio edit,,
john lennon,lennon / mccartney: come together,,
john mayer,no such thing,,
john mayer,free fallin - live at the nokia theatre los angeles ca - december 2007,,
john mayer,new light,,
john mayer,dreaming with a broken heart,,
john mellencamp,jack diane,,
john mellencamp,hurts so good,,
john newman,love me again,,
john parr,st. elmos fire (man in motion),,
john powell,rejection is never easy,,
john powell,plates of woe,,
john powell,cells divide,,
john powell,the trailer,,
john powell,evac preps part 2,,
john powell,fait accompli,,
john powell,entry to lost world,,
john powell,on bridge number 9,,
john powell,forbidden friendship,,
john powell,jacket - 05:11,,
john powell,the bridge work,,
john powell,questions,,
john powell,mountain chase,,
john powell,family reunion,,
john powell,our heroes,,
john powell,birds moved,,
john powell,test drive,,
john powell,sids kids,,
john powell,the funeral,,
john travolta,youre the one that i want - from grease,,
john williams,jedi master revealed/mynock cave - medley,,
john williams,imperial attack,,
john williams,the battle of hoth - medley,,
john-allison weiss,dont go,,
johnny cash,folsom prison blues,,
johnny cash,ring of fire,,
johnny cash,hurt,,
johnny cash,personal jesus,,
johnny cash,i walk the line - single version,,
johnny farago,rock around the clock,,
joli,everything is awesome,,
jon bellion,all time low,,
jon bellion,run wild,,
jon fratelli,rhythm doesnt make you a dancer,,
jonas brothers,s.o.s.,,
jonas brothers,love her,,
jonas brothers,hesitate,,
jonas brothers,burnin up,,
jonas brothers,every single time,,
jonas brothers,dont throw it away,,
jonas brothers,just friends,,
jonas brothers,comeback,,
jonas brothers,used to be,,
jonas brothers,i believe,,
jonas brothers,only human,,
jonas brothers,rollercoaster,,
jonas brothers,sucker,,
jonas brothers,strangers,,
jonas brothers,year 3000,,
jonas brothers,trust,,
jonas brothers,happy when im sad,,
jonathan coulton,je suis rick springfield,,
jonathan coulton,nemeses (featuring john roderick),,
jonathan coulton,good morning tucson,,
jonathan coulton,mr. fancy pants,,
jonathan coulton,down today,,
jonathan coulton,sticking it to myself,,
jonathan coulton,nobody loves you like me,,
jonathan coulton,fraud,,
jonathan coulton,dissolve,,
jonathan coulton,the world belongs to you,,
jonathan coulton,artificial heart,,
jonathan coulton,still alive (featuring sara quin),,
jonathan coulton,alone at home,,
jonathan coulton,want you gone (feat. the elegant too),,
jonathan coulton,today with your wife,,
jonathan coulton,code monkey,,
jonathan coulton,glasses,,
jonathan coulton,the stache,,
jonathan coulton,sucker punch,,
jonathan coulton,now i am an arsonist (featuring suzanne vega),,
jonaz,noreste caliente,,
jordan fisher,youre welcome - jordan fisher/lin-manuel miranda version,,
jordan fisher,jordan fisher/lin-manuel miranda version - jordan fisher/lin-manuel miranda version,,
jordi savall,requiem sequentia,,
josef salvat,open season - gryffin remix,134.0,0.9601441621780396
josef salvat,open season,134.0,0.9601441621780396
joshua radin,only you,,
jose gonzalez,this is how we walk on the moon,,
jose gonzalez,teardrop,,
journey,separate ways (worlds apart),,
journey,dont stop believin,,
journey,any way you want it,,
joy williams,woman (oh mama),,
joy zipper,1,,
joywave,credible,,
joywave,be,,
joywave,destruction,,
joywave,incredible,,
juanes,me enamora,,
juanes,mala gente,,
juanes,nada valgo sin tu amor,,
juanes,a dios le pido,,
juanes,la camisa negra,,
juanes,es por ti,,
judas priest,painkiller,,
judas priest,the ripper,,
judas priest,screaming for vengeance,,
judas priest,(take these) chains,,
judas priest,electric eye,,
judas priest,youve got another thing comin,135.0,0.9774359464645386
judas priest,firepower,,
judas priest,youve got another thing coming,135.0,0.9774359464645386
juicy j,bounce it,136.0,0.9521380662918092
juicy j,bounce it (feat. wale trey songz),136.0,0.9521380662918092
juicy j,low,,
julian casablancas,ill try anything once - live from electric lady studios for wrxp new york,,
julieta venegas,eres para mi,137.0,0.9590187072753906
julieta venegas,lento,,
julieta venegas,eres para mi (with anita tijoux),137.0,0.9590187072753906
julion alvarez y su norteno banda,el amor de su vida,,
jump5,spinnin around,,
june,tempter,,
junior boys,birthday,,
junior doctor,uh oh,,
jupiter rising,electropop,,
just surrender,i can barely breathe,,
just surrender,of all weve known,,
just surrender,your life and mine,,
justice,d.a.n.c.e.,,
justice,onnon - ruined by rick rubin,,
justin bieber,as long as you love me,,
justin bieber,sorry,,
justin bieber,love yourself,,
justin bieber,boyfriend,,
justin timberlake,cant stop the feeling (original song from dreamworks animations trolls),,
justin timberlake,suit tie featuring jay z,,
justin timberlake,suit tie (feat. jay-z),138.0,0.9564285872801644
justin timberlake,rock your body,,
justin timberlake,suit tie,138.0,0.9564285872801644
jonsi,sticks stones,,
jonsi alex,boy 1904,,
k camp,lil bit,,
knaan,take a minute,,
knaan,wavin flag - coca-cola celebration mix,,
knaan,hurt me tomorrow,,
k. michelle,love em all,,
kc the sunshine band,boogie shoes (45 version),,
kc and the sunshine band,boogie shoes,,
kongos,come with me now,,
kp,where did you go,,
kt tunstall,suddenly i see,,
kt tunstall,black horse and the cherry tree,139.0,0.9716256260871888
kt tunstall,black horse and the cherry tree - radio version,139.0,0.9716256260871888
kabah,la calle de las sirenas,,
kacey musgraves,apologize (acoustic version),,
kacey musgraves,die fun,,
kaiser chiefs,never miss a beat,,
kaiser chiefs,ruby,,
kaleb lee,i dream in southern,,
kansas,carry on wayward son,,
kansas,dust in the wind,,
kanye west,wolves,,
kanye west,big brother,,
kanye west,robocop,,
kanye west,no mistakes,,
kanye west,the new workout plan - album version (edited),140.0,0.9637376666069032
kanye west,heard em say,,
kanye west,wouldnt leave,,
kanye west,black skinhead,,
kanye west,every hour,,
kanye west,gold digger,,
kanye west,jesus walks,,
kanye west,cant tell me nothing,,
kanye west,fml,,
kanye west,love lockdown,,
kanye west,flashing lights,,
kanye west,champions,,
kanye west,ultralight beam,,
kanye west,homecoming,141.0,0.9534213542938232
kanye west,runaway,,
kanye west,stronger,,
kanye west,god is,,
kanye west,through the wire,,
kanye west,fade,,
kanye west,all day,,
kanye west,homecoming - album version (edited),141.0,0.9534213542938232
kanye west,water,,
kanye west,everything we need,,
kanye west,on god,,
kanye west,closed on sunday,,
kanye west,yikes,,
kanye west,all mine,,
kanye west,violent crimes,,
kanye west,workout plan,,
kanye west,follow god,,
kanye west,see you in my nightmares,,
kanye west,i thought about killing you,,
kanye west,all falls down,,
kanye west,touch the sky,142.0,0.9576598405838012
kanye west,monster,,
kanye west,power,,
kanye west,mercy,,
kanye west,bound 2,,
kanye west,siiiiiiiiilver surffffeeeeer intermission,,
kanye west,pt. 2,,
kanye west,facts (charlie heat version),,
kanye west,the new workout plan,140.0,0.9637376666069032
kanye west,freestyle 4,,
kanye west,ghost town,,
kanye west,touch the sky - album version (edited),142.0,0.9576598405838012
kanye west,the glory,,
kanye west,selah,,
kanye west,blame game,,
kanye west,use this gospel,,
kanye west,dark fantasy,,
kanye west,all of the lights,,
kap g,marvelous day (feat. lil uzi vert gunna),,
kap slap,one rolling love (avicii x shm x adele),,
kap slap,satisfied like a g6,,
kap slap,floratik,,
karaoke pop stars,bitches and bottles (lets get it started) in the style of dj khaled lil wayne t.i. future karaoke version,,
karen souza,get lucky,,
karmin,acapella,,
karmin,brokenhearted,,
kaskade,last chance,,
kaskade,a little more,143.0,0.9638582468032836
kaskade,atmosphere,,
kaskade,a little more (feat. sansa),143.0,0.9638582468032836
kate tempest,bad place for a good time,,
katrina and the waves,walking on sunshine,,
katy mcallister,another empty bottle,,
katy perry,the one that got away - acoustic,144.0,0.9707745313644408
katy perry,harleys in hawaii - kandy remix,145.0,0.9671003818511964
katy perry,chained to the rhythm,,
katy perry,last friday night (t.g.i.f.),,
katy perry,teenage dream,,
katy perry,the one that got away,144.0,0.9707745313644408
katy perry,harleys in hawaii,145.0,0.9671003818511964
katy perry,e.t.,,
katy perry,this is how we do,,
katy perry,waking up in vegas,,
katy tiz,famous - edited,,
katy tiz,famous - explicit,,
katy tiz,the big bang,,
katy tiz,whistle (while you work it),,
katy tiz,famous,,
kaytranada,drive me crazy,,
keha,tik tok,,
keha,die young,,
keha,blah blah blah,,
keha,your love is my drug,,
kele,silver and gold,,
kelly clarkson,miss independent,,
kelly clarkson,my life would suck without you,,
kelly clarkson,because of you (original mix),146.0,0.9641844034194946
kelly clarkson,behind these hazel eyes,,
kelly clarkson,piece by piece - idol version,,
kelly clarkson,since u been gone,,
kelly clarkson,because of you,146.0,0.9641844034194946
kemo for emo,words to a sad song,,
ken ashcorp,supernatural,,
kendrick lamar,backseat freestyle,,
kendrick lamar,swimming pools (drank),,
kendrick lamar,bitch dont kill my vibe,,
kendrick lamar,element.,,
kendrick lamar,humble.,,
kendrick lamar,love. feat. zacari.,,
kendrick lamar,money trees,,
kendrick lamar,king kunta,,
kendrick lamar,yah.,,
kendrick lamar,all the stars (with sza),,
kenny loggins,footloose,147.0,0.9502379894256592
kenny loggins,footloose - from footloose soundtrack,147.0,0.9502379894256592
kesha,old flames (cant hold a candle to you) (feat. dolly parton),148.0,0.9715141057968141
kesha,old flames (cant hold a candle to you),148.0,0.9715141057968141
kevin rudolf,welcome to the world,,
keys n krates,hypnotik - original mix,,
kezwik,hold your breath - original mix,,
khalid,location,,
khalid,saturday nights,,
khia,my neck my back (lick it),,
kid cudi,pursuit of happiness - extended steve aoki remix (explicit),,
kid cudi,pursuit of happiness (nightmare),,
kid cudi,erase me - main,,
kid cudi,soundtrack 2 my life,,
kid cudi,day n nite (nightmare),149.0,0.9711482524871826
kid cudi,day n nite (nightmare) - original,149.0,0.9711482524871826
kid down,apples and pills,,
kid down,be safe,,
kid down,whos your villian (unplugged),,
kid down,honestly,,
kid down,im your villain,,
kid down,cut/paste,,
kid ink,i just want it all,,
kiesza,bad thing,,
kill paradise,a place to call home,,
killradio,scavenger - new explicit album version,,
killswitch engage,my curse,,
kim carnes,bette davis eyes,,
kina grannis,chandelier,,
kina grannis,dream a little dream of me,,
kindness,who do you love feat. robyn,,
kinetics one love,sign language (feat. wynter gordon),,
kings of leon,sex on fire,,
kings of leon,use somebody,,
kirk franklin,i smile,,
kishi bashi,bright whites,,
kiss,rock and roll all nite - alive version,150.0,0.9552782695829174
kiss,rock and roll all nite - live,150.0,0.9401618829164864
kiss,rock and roll all nite - alive version,150.0,0.9552782695829174
kiss,detroit rock city - edit,,
kiss,strutter,,
klaxons,rhythm of life,,
klingande,riva (restart the game) - monkeyneck remix,,
knife party,centipede,,
kool the gang,celebration,,
krewella,enjoy the ride,,
kris allen,heartless,,
kris allen,live like were dying,,
kristin diable,ill make time for you,,
kungs,i feel so bad,,
kurt hugo schneider,pompeii,,
kygo,firestone (feat. conrad sewell),151.0,0.9531992077827454
kygo,epsilon - original mix,,
kygo,this town,,
kygo,firestone,151.0,0.9531992077827454
kylie minogue,cant get you out of my head,,
kyte,solsbury hill,,
l.a.,stop the clocks,,
lany,super far,,
lmfao,party rock anthem,,
lmnt,juliet - single edit,,
lp,into the wild,,
ltj x-perience,and i love him (remix),,
la factoria,todavia,,
la quinta estacion,el sol no regresa,,
la roux,bulletproof,,
la trakalosa de monterrey,broche de oro,,
la trakalosa de monterrey,mi padrino el diablo,,
la trakalosa de monterrey,como los gatos (feat. xitlali sarmiento),,
la trakalosa de monterrey,la revancha,,
lacuna coil,enjoy the silence,152.0,0.9659866094589232
lacuna coil,enjoy the silence - cover version,152.0,0.9659866094589232
lady antebellum,cant take my eyes off you,,
lady antebellum,just a kiss,,
lady antebellum,crazy love,,
lady gaga,the cure,,
lady gaga,shallow - radio edit,,
lady gaga,the fame,,
lady gaga,government hooker,,
lady gaga,brown eyes,,
lady gaga,fashion of his love (fernando garibay remix),,
lady gaga,bad romance,,
lady gaga,bloody mary,,
lady gaga,telephone ft. beyonce,,
lady gaga,bad kids,,
lady gaga,paper gangsta,,
lady gaga,applause,,
lady gaga,speechless,,
lady gaga,alejandro,,
lady gaga,born this way (the country road version),,
lagwagon,violins,,
lamb of god,laid to rest,,
lana del rey,blue velvet,,
lana del rey,blue jeans - rac mix,,
lana del rey,love,,
lana del rey,big eyes,,
lana del rey,when the world was at war we kept dancing,,
lana del rey,tomorrow never came (feat. sean ono lennon),,
lana del rey,money power glory,,
lana del rey,born to die,,
lana del rey,salvatore,,
lana del rey,fucked my way up to the top,,
lana del rey,lust for life (with the weeknd),,
lana del rey,lucky ones,,
lana del rey,white mustang,,
lana del rey,beautiful people beautiful problems (feat. stevie nicks),,
lana del rey,venice bitch,,
